payment_id,order_id,payment_date,payment_method,amount,currency
PAY001664,ORD003773,2025-08-16,Debit Card,376.3,GBP
PAY001665,ORD002424,2023-05-31,Wallet,278.98,GBP
PAY001666,ORD000480,2023-07-11,UPI,1223.8,INR
PAY001667,ORD000192,2024-05-24,UPI,4443.04,USD
PAY001668,ORD003694,2023-12-26,Credit Card,75.36,INR
PAY001669,ORD001957,2023-09-03,Net Banking,1566.61,EUR
PAY001670,ORD000550,2025-06-04,UPI,3413.49,EUR
PAY001671,ORD003460,2024-04-05,Debit Card,2515.27,GBP
PAY001672,ORD001610,1990/12/09,Net Banking,1975.24,EUR
PAY001673,ORD002849,2023-05-09,Net Banking,1393.13,INR
PAY001674,ORD000979,2023-06-23,UPI,2070.59,GBP
PAY001675,ORD003865,2025-06-12,UPI,2796.29,INR
PAY001676,ORD003643,2023-07-03,Wallet,303.49,USD
PAY001677,ORD002784,2023-09-12,UPI,962.53,GBP
PAY001678,ORD001615,2023-07-26,Credit Card,3021.1,INR
PAY001679,ORD001270,1999/06/06,UPI,3461.17,INR
PAY001680,ORD001657,2023-01-18,Credit Card,2454.36,INR
PAY001681,ORD004066,2025-03-10,Debit Card,2903.19,EUR
PAY001682,ORD001594,2025-08-24,Credit Card,4337.53,EUR
PAY001683,ORD000522,2021/09/11,UPI,2362.2,EUR
PAY001684,ORD001142,2023-02-15,Net Banking,3621.23,GBP
PAY001685,ORD001055,2024-10-04,UPI,3214.97,GBP
PAY001686,ORD003453,2023-07-28,Wallet,1638.18,INR
PAY001687,ORD003773,2025-08-12,UPI,1386.0,USD
PAY001688,ORD003868,2024-10-16,Wallet,3373.99,EUR
PAY001689,ORD004887,2023-12-12,Debit Card,3424.68,EUR
PAY001690,ORD002063,2024-05-02,Debit Card,112.46,GBP
PAY001691,ORD003534,1982/04/08,Debit Card,965.95,EUR
PAY001692,ORD001100,2023-05-05,Wallet,809.27,EUR
PAY001693,ORD004780,2024-11-04,Net Banking,177.83,INR
PAY001694,ORD002167,2022-11-04,Net Banking,,EUR
PAY001695,ORD001565,2022-11-15,UPI,2338.03,USD
PAY001696,ORD002175,2023-05-04,Net Banking,,INR
PAY001697,ORD002976,2025-04-11,Net Banking,4300.71,EUR
PAY001698,ORD001471,2024-02-05,Wallet,4478.34,EUR
PAY001699,ORD004685,2023-10-12,Credit Card,3165.41,EUR
PAY001700,ORD001948,2024-12-14,Net Banking,1889.72,INR
PAY001701,ORD000553,2023-09-23,Net Banking,3782.1,USD
PAY001702,ORD001924,2025-07-21,Debit Card,941.98,USD
PAY001703,ORD001189,2022-09-09,Wallet,3913.69,EUR
PAY001704,ORD000122,2025-03-31,Debit Card,2201.0,EUR
PAY001705,ORD002792,2024-09-23,Net Banking,4694.12,EUR
PAY001706,ORD001188,2024-03-16,Debit Card,2092.82,GBP
PAY001707,ORD001613,2024-10-17,Wallet,,USD
PAY001708,ORD003041,2009/10/19,Net Banking,3631.72,USD
PAY001709,ORD003676,2022-09-22,Debit Card,4774.59,USD
PAY001710,ORD004007,2023-05-22,Debit Card,350.52,GBP
PAY001711,ORD004470,2025-07-24,Credit Card,2743.23,USD
PAY001712,ORD001300,2024-01-14,Credit Card,3086.9,USD
PAY001713,ORD003718,2022-11-19,Wallet,102.8,EUR
PAY001714,ORD000122,2022-12-27,Wallet,131.17,USD
PAY001715,ORD004350,2023-12-30,Debit Card,2787.1,INR
PAY001716,ORD002671,2025-08-12,UPI,3558.95,GBP
PAY001717,ORD003055,2025-05-12,Net Banking,1363.49,EUR
PAY001718,ORD002305,2018/05/22,Credit Card,4705.2,INR
PAY001719,ORD002579,2024-12-10,Wallet,2181.71,EUR
PAY001720,ORD002735,2024-03-31,Wallet,269.48,USD
PAY001721,ORD001022,2024-10-01,Wallet,530.52,GBP
PAY001722,ORD001044,2022-08-31,Debit Card,1114.62,INR
PAY001723,ORD002690,2024-03-18,Net Banking,1365.92,EUR
PAY001724,ORD004585,2024-12-23,Debit Card,1957.03,EUR
PAY001725,ORD000014,2024-11-29,Credit Card,2563.83,USD
PAY001726,ORD003789,1971/11/11,Net Banking,1991.71,GBP
PAY001727,ORD000045,2022-12-14,Credit Card,3194.15,INR
PAY001728,ORD001273,2022-10-14,Debit Card,2045.56,INR
PAY001729,ORD002796,2025-03-27,Credit Card,4274.51,EUR
PAY001730,ORD003613,2023-09-23,Debit Card,2187.63,USD
PAY001731,ORD003819,2023-03-06,Credit Card,2694.03,GBP
PAY001732,ORD003743,2023-06-16,Credit Card,852.91,EUR
PAY001733,ORD004771,2024-06-30,Net Banking,2904.83,GBP
PAY001734,ORD004269,2025-01-12,Wallet,3064.28,EUR
PAY001735,ORD001007,2024-03-30,UPI,316.07,INR
PAY001736,ORD003084,2022/11/24,Debit Card,3785.45,USD
PAY001737,ORD004629,2024-05-13,Credit Card,2800.86,GBP
PAY001738,ORD003789,2023-02-27,Wallet,4313.75,EUR
PAY001739,ORD002540,2025-02-02,Debit Card,1269.31,GBP
PAY001740,ORD002628,2024-04-12,Net Banking,4123.25,GBP
PAY001741,ORD000304,2025-04-14,Debit Card,2501.46,INR
PAY001742,ORD004469,2024-03-20,Debit Card,4976.95,INR
PAY001743,ORD000730,2025-02-01,UPI,2473.61,EUR
PAY001744,ORD004199,2024-05-15,Wallet,3645.16,INR
PAY001745,ORD003493,2025-02-01,Wallet,1381.04,GBP
PAY001746,ORD003035,2024-07-04,Wallet,3772.1,GBP
PAY001747,ORD000306,2025-07-02,Wallet,3253.77,EUR
PAY001748,ORD002798,2025-07-03,Credit Card,282.03,INR
PAY001749,ORD002945,2024-09-23,Credit Card,2497.32,GBP
PAY001750,ORD002278,2022-11-07,UPI,686.78,GBP
PAY001751,ORD004169,2025-06-05,Net Banking,4339.36,USD
PAY001752,ORD003619,2025-06-09,Debit Card,4935.61,GBP
PAY001753,ORD004708,2022-09-16,Debit Card,2897.09,EUR
PAY001754,ORD000898,2024-01-17,Debit Card,2293.66,GBP
PAY001755,ORD001402,2024-02-26,Net Banking,1432.36,INR
PAY001756,ORD001612,2024-11-07,Wallet,3732.37,GBP
PAY001757,ORD001593,2025-04-12,Credit Card,4175.97,USD
PAY001758,ORD003047,2024-11-16,Wallet,3006.63,EUR
PAY001759,ORD000635,2025-05-31,Net Banking,4281.41,GBP
PAY001760,ORD004657,2024-08-10,UPI,2975.7,USD
PAY001761,ORD004448,2024-03-12,Credit Card,4497.59,EUR
PAY001762,ORD003926,2025-04-25,Credit Card,332.43,GBP
PAY001763,ORD004267,2023-12-11,UPI,3036.64,INR
PAY001764,ORD004687,2023/01/07,Credit Card,1578.78,EUR
PAY001765,ORD002064,2025-04-28,Wallet,2831.74,USD
PAY001766,ORD002473,2023-07-19,Debit Card,240.58,EUR
PAY001767,ORD001535,2024-11-19,Debit Card,3199.11,GBP
PAY001768,ORD002402,2025-01-17,Net Banking,1499.02,USD
PAY001769,ORD003266,2025-06-13,Wallet,3380.87,USD
PAY001770,ORD004501,2025-04-26,UPI,1550.08,USD
PAY001771,ORD002920,2023-08-06,Net Banking,3772.41,INR
PAY001772,ORD003940,2025-06-08,Debit Card,,USD
PAY001773,ORD002044,2025-04-03,Credit Card,1793.19,INR
PAY001774,ORD003665,1983/08/15,Credit Card,2378.42,USD
PAY001775,ORD003866,2023-12-17,Wallet,1416.38,EUR
PAY001776,ORD000798,2023-09-10,Net Banking,4378.16,INR
PAY001777,ORD004711,1994/02/06,Credit Card,372.22,USD
PAY001778,ORD000583,2023-04-23,Wallet,,USD
PAY001779,ORD002563,2022-09-27,UPI,443.79,GBP
PAY001780,ORD001266,2022-09-03,Net Banking,492.89,USD
PAY001781,ORD003889,2024-04-30,Debit Card,4891.44,USD
PAY001782,ORD003105,2024-10-09,Wallet,685.14,GBP
PAY001783,ORD003982,2024-05-25,Debit Card,2718.26,INR
PAY001784,ORD003245,2024-09-19,Wallet,2004.65,EUR
PAY001785,ORD002011,2025-05-13,Wallet,2331.38,EUR
PAY001786,ORD001853,2023-03-17,Credit Card,984.43,EUR
PAY001787,ORD004382,2023-06-22,UPI,3073.36,GBP
PAY001788,ORD004818,2022-08-31,Wallet,1672.48,EUR
PAY001789,ORD000719,2024-12-03,UPI,2274.32,INR
PAY001790,ORD000428,2024-09-28,Debit Card,1202.41,EUR
PAY001791,ORD002606,2024-05-04,Wallet,3845.37,EUR
PAY001792,ORD001473,2023-01-30,Net Banking,1606.78,USD
PAY001793,ORD002879,2023-01-27,Credit Card,3588.0,EUR
PAY001794,ORD002130,2023-02-05,Wallet,1012.52,INR
PAY001795,ORD002872,2002/10/23,UPI,1028.75,GBP
PAY001796,ORD001532,2025-06-01,Net Banking,,INR
PAY001797,ORD002007,2022-09-20,Credit Card,3788.47,GBP
PAY001798,ORD002065,2024-07-08,UPI,2725.59,USD
PAY001799,ORD003715,2024-12-03,Credit Card,614.38,USD
PAY001800,ORD001412,2024-10-18,Credit Card,867.66,USD
PAY001801,ORD000308,2023-06-09,Wallet,3468.09,GBP
PAY001802,ORD001291,2023-07-28,Wallet,1852.17,EUR
PAY001803,ORD001704,2022-10-24,Wallet,,INR
PAY001804,ORD000146,2025-03-29,Credit Card,684.81,EUR
PAY001805,ORD003380,2023-10-26,Debit Card,4927.59,EUR
PAY001806,ORD002041,2000/02/06,Wallet,2190.05,EUR
PAY001807,ORD001196,2023-03-31,Net Banking,4901.85,USD
PAY001808,ORD001831,2024-10-25,Wallet,922.18,GBP
PAY001809,ORD002003,2024-04-07,UPI,,GBP
PAY001810,ORD003319,2023-04-14,Net Banking,1314.67,GBP
PAY001811,ORD004244,2024-04-16,Credit Card,3888.13,USD
PAY001812,ORD004068,1989/08/22,Wallet,2499.37,INR
PAY001813,ORD003013,2024-11-07,UPI,2506.93,EUR
PAY001814,ORD004286,2025-03-11,UPI,3129.75,USD
PAY001815,ORD001365,2024-04-30,Credit Card,3189.13,EUR
PAY001816,ORD001965,2025-04-16,Debit Card,2744.06,INR
PAY001817,ORD002078,2024-09-15,Debit Card,4767.7,USD
PAY001818,ORD002095,2023-06-17,UPI,3529.25,EUR
PAY001819,ORD004099,2025-05-29,UPI,2630.73,INR
PAY001820,ORD003947,1991/03/28,Wallet,1117.02,EUR
PAY001821,ORD000293,2023-05-16,Debit Card,3032.97,USD
PAY001822,ORD002238,2022-10-24,UPI,3245.5,USD
PAY001823,ORD000153,2023-08-05,Wallet,3616.7,EUR
PAY001824,ORD001066,2024-08-01,Wallet,,GBP
PAY001825,ORD001465,2023-10-11,Wallet,1428.74,GBP
PAY001826,ORD003315,2023-01-24,Credit Card,526.82,GBP
PAY001827,ORD004259,2024-08-24,Debit Card,2346.75,GBP
PAY001828,ORD004749,2024-07-15,Credit Card,658.07,USD
PAY001829,ORD003595,2024-09-03,Debit Card,3686.74,USD
PAY001830,ORD004738,2024-02-16,Net Banking,2362.78,EUR
PAY001831,ORD002408,2025-02-03,UPI,4549.09,GBP
PAY001832,ORD004611,2023-07-24,UPI,937.05,GBP
PAY001833,ORD002119,2024-06-05,Credit Card,4010.44,GBP
PAY001834,ORD004848,2023-04-27,Debit Card,2398.79,USD
PAY001835,ORD000348,2024-03-24,Wallet,2817.81,GBP
PAY001836,ORD000044,2023-07-17,Debit Card,1486.53,USD
PAY001837,ORD003172,2024-02-11,Debit Card,2127.48,USD
PAY001838,ORD003081,2022-12-17,Net Banking,3590.29,USD
PAY001839,ORD001536,2024-02-19,Wallet,2051.21,INR
PAY001840,ORD002554,2022-09-06,Net Banking,3087.06,GBP
PAY001841,ORD000901,1975/08/19,UPI,3176.85,INR
PAY001842,ORD001457,2025-03-17,UPI,4374.38,USD
PAY001843,ORD000401,1983/09/16,Wallet,4005.8,USD
PAY001844,ORD002200,2023-07-03,UPI,1305.43,GBP
PAY001845,ORD004301,2024-08-01,Wallet,931.7,USD
PAY001846,ORD000835,2023-12-14,Wallet,4297.82,GBP
PAY001847,ORD002870,2024-10-05,Debit Card,2063.71,GBP
PAY001848,ORD001248,2022-10-09,Wallet,3209.87,INR
PAY001849,ORD004038,2025-01-21,UPI,4627.7,INR
PAY001850,ORD003903,2025-02-20,Wallet,4820.45,USD
PAY001851,ORD004909,2023-01-02,Credit Card,928.42,INR
PAY001852,ORD003564,2025-05-05,Debit Card,593.13,INR
PAY001853,ORD000854,2024-12-13,Net Banking,2202.55,INR
PAY001854,ORD002098,1993/10/20,UPI,850.78,GBP
PAY001855,ORD002904,2025-05-21,Debit Card,2358.2,GBP
PAY001856,ORD003598,2022-12-20,Debit Card,3068.39,USD
PAY001857,ORD001172,2025-03-25,Net Banking,4028.33,USD
PAY001858,ORD000623,2024-07-30,Net Banking,3721.81,USD
PAY001859,ORD004451,2025-02-05,Debit Card,3872.03,GBP
PAY001860,ORD004416,2025-04-21,Wallet,2985.58,INR
PAY001861,ORD002065,2023-10-11,Wallet,4083.26,INR
PAY001862,ORD002879,2023-01-26,Debit Card,1155.1,EUR
PAY001863,ORD002627,2023-05-05,Credit Card,3226.72,EUR
PAY001864,ORD003192,1996/10/20,Credit Card,677.18,USD
PAY001865,ORD004079,2024-04-02,Debit Card,3384.49,INR
PAY001866,ORD004819,2025-02-26,Credit Card,4596.3,GBP
PAY001867,ORD002548,2025-01-12,Net Banking,,EUR
PAY001868,ORD003752,2025-05-08,UPI,1133.08,GBP
PAY001869,ORD004627,2024-03-06,Debit Card,1770.26,GBP
PAY001870,ORD004928,2023-06-25,Debit Card,,USD
PAY001871,ORD003201,2024-08-15,Wallet,3079.79,EUR
PAY001872,ORD001382,2024-02-25,UPI,4544.5,USD
PAY001873,ORD000526,2022-09-17,Debit Card,591.94,EUR
PAY001874,ORD002363,2025-05-25,Wallet,684.78,GBP
PAY001875,ORD000776,2024-02-11,Credit Card,,GBP
PAY001876,ORD003674,2022-11-26,Debit Card,1632.8,EUR
PAY001877,ORD004488,2024-10-10,UPI,3848.97,EUR
PAY001878,ORD001763,2023-02-06,Debit Card,642.61,EUR
PAY001879,ORD000536,2008/12/23,Wallet,4117.92,INR
PAY001880,ORD001019,2024-05-23,Wallet,1554.85,EUR
PAY001881,ORD004112,2025-07-30,UPI,,GBP
PAY001882,ORD004693,2024-12-01,Wallet,1207.6,EUR
PAY001883,ORD002335,2025-03-22,Debit Card,959.47,INR
PAY001884,ORD002654,2024-11-18,Net Banking,573.04,USD
PAY001885,ORD004163,1975/09/18,Debit Card,4548.62,GBP
PAY001886,ORD001736,2025-05-08,Wallet,1909.39,EUR
PAY001887,ORD000083,2024-08-31,Debit Card,4358.14,USD
PAY001888,ORD001271,2025-03-27,UPI,2539.6,INR
PAY001889,ORD004415,2024-07-09,Debit Card,,USD
PAY001890,ORD001296,2025-01-13,Debit Card,2684.39,USD
PAY001891,ORD004478,2024-10-20,Credit Card,823.42,INR
PAY001892,ORD004443,2023-05-19,Credit Card,3564.94,GBP
PAY001893,ORD004300,2023-08-21,Credit Card,3087.21,EUR
PAY001894,ORD000800,2025-02-22,Credit Card,4315.0,USD
PAY001895,ORD002063,2023-06-27,UPI,4890.51,INR
PAY001896,ORD002592,2022-10-21,Net Banking,434.68,INR
PAY001897,ORD004948,2023-02-08,Wallet,2945.25,EUR
PAY001898,ORD000150,2023-02-25,Wallet,2705.59,INR
PAY001899,ORD003934,2024-06-16,Wallet,1453.15,USD
PAY001900,ORD000853,2022-11-29,Wallet,2203.41,USD
PAY001901,ORD003723,2025-02-04,UPI,955.66,INR
PAY001902,ORD001346,1983/08/07,Credit Card,3074.97,GBP
PAY001903,ORD002500,2023-12-18,Wallet,2622.25,USD
PAY001904,ORD002463,2009/12/03,Wallet,3462.72,GBP
PAY001905,ORD003020,2024-12-16,UPI,3471.92,INR
PAY001906,ORD001547,2025-08-20,UPI,1445.94,EUR
PAY001907,ORD003963,2022-11-20,UPI,4224.12,EUR
PAY001908,ORD004542,2025-01-03,Wallet,643.95,USD
PAY001909,ORD002751,2022-10-14,Wallet,3736.84,GBP
PAY001910,ORD000362,2022-11-30,Debit Card,4536.11,EUR
PAY001911,ORD003449,2024-09-30,Net Banking,4752.58,USD
PAY001912,ORD001144,2025-07-06,UPI,4617.1,EUR
PAY001913,ORD003120,2022-11-09,Debit Card,4689.18,EUR
PAY001914,ORD003242,2023-11-30,Wallet,4208.44,INR
PAY001915,ORD004886,2024-02-09,Net Banking,3615.74,USD
PAY001916,ORD003306,2024-08-11,Credit Card,585.4,INR
PAY001917,ORD001519,2024-12-03,Credit Card,3258.26,INR
PAY001918,ORD003060,2024-03-10,Credit Card,2063.72,GBP
PAY001919,ORD003026,2025-08-23,UPI,3062.69,INR
PAY001920,ORD001843,2025-06-23,Net Banking,96.93,USD
PAY001921,ORD001790,2024-12-13,Credit Card,597.9,GBP
PAY001922,ORD001105,2023-08-18,Debit Card,808.67,USD
PAY001923,ORD001758,2025-07-19,Credit Card,1697.34,USD
PAY001924,ORD000595,2024-09-04,Credit Card,4856.67,EUR
PAY001925,ORD000047,2022-12-03,Credit Card,860.93,USD
PAY001926,ORD004559,2023-02-25,Wallet,,GBP
PAY001927,ORD000157,2023-07-19,UPI,4445.67,EUR
PAY001928,ORD000086,2025-05-26,UPI,4663.75,INR
PAY001929,ORD003504,2022/04/23,Wallet,2600.78,EUR
PAY001930,ORD002828,2023-10-28,UPI,2340.24,INR
PAY001931,ORD003159,2024-12-22,Wallet,3233.81,EUR
PAY001932,ORD003956,2024-04-28,Net Banking,138.39,USD
PAY001933,ORD001983,2025-07-05,Net Banking,4796.37,INR
PAY001934,ORD001453,2023-07-17,Wallet,4617.16,GBP
PAY001935,ORD002142,2022-12-24,UPI,984.08,USD
PAY001936,ORD001615,2024-09-29,Wallet,1514.66,EUR
PAY001937,ORD001404,2023-03-05,UPI,3829.69,USD
PAY001938,ORD003841,2025-01-19,Debit Card,4061.35,GBP
PAY001939,ORD003463,2025-01-08,UPI,2248.65,INR
PAY001940,ORD002377,2024-12-02,Net Banking,1154.48,INR
PAY001941,ORD004478,2025-02-25,Credit Card,3560.63,USD
PAY001942,ORD003341,2023/12/27,Debit Card,518.54,USD
PAY001943,ORD004412,2024-11-24,Debit Card,187.54,EUR
PAY001944,ORD001072,2022-10-28,UPI,4960.81,USD
PAY001945,ORD002958,2025-01-04,Debit Card,4236.75,EUR
PAY001946,ORD004177,2025-01-05,UPI,2399.89,USD
PAY001947,ORD002547,2024-04-17,UPI,53.92,USD
PAY001948,ORD003774,1996/09/12,Wallet,4756.64,USD
PAY001949,ORD003795,2023-06-17,UPI,3560.52,EUR
PAY001950,ORD000104,2025-05-17,Credit Card,2127.71,EUR
PAY001951,ORD004955,2024-01-25,Debit Card,3823.03,GBP
PAY001952,ORD000228,2025-08-17,Debit Card,4156.36,GBP
PAY001953,ORD001415,2024-04-19,Wallet,2540.13,EUR
PAY001954,ORD002249,2025-03-19,Net Banking,2354.69,INR
PAY001955,ORD003631,2023-07-17,Credit Card,4706.33,GBP
PAY001956,ORD003443,2023-11-02,UPI,974.02,GBP
PAY001957,ORD000240,2025-03-16,Credit Card,4662.04,USD
PAY001958,ORD001165,2024-05-01,Credit Card,2298.87,EUR
PAY001959,ORD004505,2025-02-01,Credit Card,2250.85,EUR
PAY001960,ORD000317,2025-03-10,Net Banking,421.67,GBP
PAY001961,ORD001501,2022-08-29,Debit Card,3164.6,INR
PAY001962,ORD000494,2025-08-11,Credit Card,750.18,USD
PAY001963,ORD000730,2024-12-11,UPI,4565.95,USD
PAY001964,ORD001100,2024-01-05,Wallet,574.28,USD
PAY001965,ORD003633,2023-02-26,UPI,2842.89,EUR
PAY001966,ORD002552,2024-07-25,Credit Card,,USD
PAY001967,ORD001619,2025-08-17,Wallet,926.6,INR
PAY001968,ORD004651,2023-04-01,Credit Card,2296.61,EUR
PAY001969,ORD004604,2023-08-18,Credit Card,51.72,INR
PAY001970,ORD001287,2023-05-29,UPI,3504.42,USD
PAY001971,ORD003299,2024-03-21,Wallet,1286.98,GBP
PAY001972,ORD002925,2024-04-08,Net Banking,1553.27,EUR
PAY001973,ORD003240,2023-02-11,Credit Card,3591.15,USD
PAY001974,ORD000834,2022/08/15,Wallet,2401.13,INR
PAY001975,ORD004906,2025-05-01,Credit Card,1292.29,USD
PAY001976,ORD002876,2024-01-31,Net Banking,1748.59,EUR
PAY001977,ORD003017,2023-01-24,Net Banking,1060.96,GBP
PAY001978,ORD004607,2025-05-01,Wallet,4605.35,INR
PAY001979,ORD003927,2024-08-14,Debit Card,340.62,USD
PAY001980,ORD000031,2023-02-04,UPI,795.39,GBP
PAY001981,ORD004232,2024-05-18,Credit Card,4697.21,USD
PAY001982,ORD001416,2024-08-07,Net Banking,1512.45,GBP
PAY001983,ORD002411,1984/09/15,UPI,3661.07,EUR
PAY001984,ORD003969,2022-11-29,Debit Card,4973.89,GBP
PAY001985,ORD003701,2023-07-08,Debit Card,4645.28,GBP
PAY001986,ORD003857,2025-01-21,Credit Card,1786.04,USD
PAY001987,ORD004739,1981/01/09,UPI,4840.04,EUR
PAY001988,ORD003356,2022-11-30,Wallet,2589.41,USD
PAY001989,ORD002142,2023-01-29,Net Banking,4333.99,INR
PAY001990,ORD003714,2025-05-27,Debit Card,4669.72,USD
PAY001991,ORD004000,2023-01-12,Debit Card,2823.28,USD
PAY001992,ORD000246,2024-03-30,UPI,4455.33,USD
PAY001993,ORD000643,2023-07-26,Wallet,3322.11,INR
PAY001994,ORD001684,2024-02-21,Wallet,1911.14,USD
PAY001995,ORD001083,2025-08-10,Wallet,2337.9,GBP
PAY001996,ORD002567,2023-10-17,Debit Card,999.11,INR
PAY001997,ORD000253,2024-03-22,Debit Card,2622.01,INR
PAY001998,ORD002865,2012/02/21,Debit Card,2514.98,USD
PAY001999,ORD004040,2023-05-31,Wallet,3274.04,GBP
PAY002000,ORD003203,2023-09-22,UPI,4528.01,INR
PAY002001,ORD001947,2022-11-21,Wallet,2256.64,INR
PAY002002,ORD000200,2025-08-11,Credit Card,4668.49,GBP
PAY002003,ORD000109,2025-01-08,Net Banking,312.65,USD
PAY002004,ORD002016,2024-02-24,Debit Card,1171.21,EUR
PAY002005,ORD004411,2025-05-25,Wallet,,EUR
PAY002006,ORD001228,2024-10-24,Credit Card,4113.16,USD
PAY002007,ORD001410,2023-07-31,UPI,,USD
PAY002008,ORD004116,2023-03-01,Wallet,4280.57,GBP
PAY002009,ORD004452,2020/08/24,Credit Card,66.55,GBP
PAY002010,ORD002776,2025-01-01,Credit Card,3943.01,GBP
PAY002011,ORD004205,2025-02-12,Wallet,1211.76,INR
PAY002012,ORD000029,2025-01-21,Credit Card,,EUR
PAY002013,ORD000876,2025-06-24,Wallet,4855.3,EUR
PAY002014,ORD003050,2022-09-15,UPI,1283.99,USD
PAY002015,ORD002167,2023-08-14,Wallet,4780.4,EUR
PAY002016,ORD004942,2024-04-11,UPI,2676.82,INR
PAY002017,ORD003545,2023-07-18,UPI,1355.94,INR
PAY002018,ORD000862,2024-08-13,Net Banking,2523.99,EUR
PAY002019,ORD001518,2025-05-08,UPI,2601.43,GBP
PAY002020,ORD001531,2024-04-22,Credit Card,4540.33,INR
PAY002021,ORD002664,2022-09-14,Debit Card,4269.06,USD
PAY002022,ORD002940,2025-06-12,Net Banking,1952.8,GBP
PAY002023,ORD001661,2023-06-24,Credit Card,2968.38,INR
PAY002024,ORD003049,2023-01-24,Net Banking,2526.77,GBP
PAY002025,ORD002493,2024-12-13,Credit Card,3827.11,GBP
PAY002026,ORD001301,2025-08-17,Net Banking,2960.17,USD
PAY002027,ORD003813,2025-07-10,Wallet,4965.04,GBP
PAY002028,ORD001697,1984/09/26,Debit Card,1887.25,USD
PAY002029,ORD002303,2025-07-30,Net Banking,240.93,EUR
PAY002030,ORD002335,2025-08-28,Wallet,2666.29,INR
PAY002031,ORD004366,2022-12-27,Wallet,2199.74,EUR
PAY002032,ORD001051,2024-11-11,Credit Card,3672.39,USD
PAY002033,ORD004258,2022-11-28,Net Banking,4338.99,USD
PAY002034,ORD001001,2025-02-28,UPI,3858.34,EUR
PAY002035,ORD003803,2023-09-06,UPI,1676.54,INR
PAY002036,ORD002870,2025-08-27,UPI,3773.34,USD
PAY002037,ORD003886,2025-06-07,Debit Card,1275.5,EUR
PAY002038,ORD001551,2024-02-11,Net Banking,2242.55,USD
PAY002039,ORD000295,2023-11-25,Wallet,2828.91,GBP
PAY002040,ORD001691,2023-12-12,Wallet,2756.38,USD
PAY002041,ORD003620,2024-08-04,UPI,,GBP
PAY002042,ORD001157,2022-11-18,UPI,3284.18,EUR
PAY002043,ORD004607,2024-03-08,Net Banking,2234.71,INR
PAY002044,ORD001373,2023-12-11,Net Banking,2316.54,GBP
PAY002045,ORD002608,2024-04-03,UPI,4111.01,EUR
PAY002046,ORD000445,2024-05-21,Wallet,1750.35,GBP
PAY002047,ORD002703,2022-11-30,Wallet,3351.5,GBP
PAY002048,ORD000463,2023-10-17,Debit Card,4489.31,INR
PAY002049,ORD001688,1991/08/09,Debit Card,344.59,USD
PAY002050,ORD001581,2023-08-10,Net Banking,4762.58,USD
PAY002051,ORD003635,2022-12-28,UPI,4394.97,GBP
PAY002052,ORD001668,2022-09-14,Debit Card,1290.68,USD
PAY002053,ORD001986,2024-02-15,Net Banking,834.38,INR
PAY002054,ORD000652,2016/11/27,UPI,4764.05,EUR
PAY002055,ORD003018,2024-04-11,Debit Card,1959.05,EUR
PAY002056,ORD004634,1985/03/17,Net Banking,3988.81,INR
PAY002057,ORD001126,2022-10-12,Net Banking,916.2,GBP
PAY002058,ORD002801,2025-01-04,Debit Card,4701.41,EUR
PAY002059,ORD004839,2024-02-26,Debit Card,2782.44,GBP
PAY002060,ORD001600,2023-08-17,UPI,2809.15,USD
PAY002061,ORD002422,2023-03-16,UPI,411.99,GBP
PAY002062,ORD004104,2023-06-20,UPI,3363.51,USD
PAY002063,ORD001815,2024-04-27,Wallet,4753.32,GBP
PAY002064,ORD002745,1988/05/30,Net Banking,1105.08,INR
PAY002065,ORD000177,2025-05-11,UPI,4300.4,USD
PAY002066,ORD001832,2022-12-16,UPI,1252.71,INR
PAY002067,ORD001629,2025-04-07,Debit Card,1483.37,USD
PAY002068,ORD004661,2022-10-01,Wallet,148.43,INR
PAY002069,ORD003253,2023/04/17,Credit Card,4276.58,EUR
PAY002070,ORD000512,2025-08-06,UPI,535.79,INR
PAY002071,ORD004197,2025-07-30,Wallet,4751.76,GBP
PAY002072,ORD001280,2025-08-26,Net Banking,3676.14,USD
PAY002073,ORD004309,2023-10-25,Wallet,263.73,INR
PAY002074,ORD003215,2024-08-11,Net Banking,3685.09,EUR
PAY002075,ORD001665,2023-05-26,Credit Card,993.52,USD
PAY002076,ORD002020,2024-06-23,Debit Card,59.42,GBP
PAY002077,ORD000297,2024-12-02,UPI,2788.29,USD
PAY002078,ORD004996,2023-08-19,Credit Card,4019.0,GBP
PAY002079,ORD002855,2025-04-27,Debit Card,2013.21,GBP
PAY002080,ORD002581,2024-10-07,UPI,3567.81,GBP
PAY002081,ORD002410,2024-09-04,UPI,,USD
PAY002082,ORD003026,1988/12/08,Credit Card,4331.62,USD
PAY002083,ORD000637,2025-06-25,Wallet,1142.96,EUR
PAY002084,ORD004553,2024-12-30,Net Banking,3223.82,GBP
PAY002085,ORD004696,2025-08-12,UPI,4984.25,USD
PAY002086,ORD002715,2025-06-30,Credit Card,4812.11,GBP
PAY002087,ORD003903,2023-06-29,Net Banking,2787.35,EUR
PAY002088,ORD003744,2023-04-28,Debit Card,4348.54,EUR
PAY002089,ORD002299,2023-06-30,UPI,787.17,INR
PAY002090,ORD001258,2023-12-26,Credit Card,4904.92,GBP
PAY002091,ORD004837,2024-11-16,Debit Card,4417.87,EUR
PAY002092,ORD004911,2024-01-01,UPI,1186.31,EUR
PAY002093,ORD000304,2023-08-18,Net Banking,4628.85,EUR
