order_id,customer_id,product_id,order_date,quantity,status
ORD001009,CUST03609,PROD0017,2023-07-17,4,Pending
ORD001010,CUST05267,PROD0032,2022-11-18,5,
ORD001011,CUST02004,PROD0078,2024-04-08,3,Cancelled
ORD001012,CUST01191,PROD0095,2023-03-09,1,
ORD001013,CUST09012,PROD0006,2024-06-14,3,Pending
ORD001014,CUST00038,PROD0036,2025-05-31,5,Cancelled
ORD001015,CUST04987,PROD0022,2024-03-18,2,
ORD001016,CUST07522,PROD0072,2023-01-15,5,
ORD001017,CUST08774,PROD0030,2022-11-10,4,Cancelled
ORD001018,CUST04765,PROD0067,2024-05-13,5,Pending
ORD001019,CUST02732,PROD0073,2023-11-04,5,Pending
ORD001020,CUST01214,PROD0065,2024-01-17,4,Pending
ORD001021,CUST05271,PROD0034,2023-11-25,5,Cancelled
ORD001022,CUST06481,PROD0037,2023-12-16,3,
ORD001023,CUST00713,PROD0092,2022-11-11,4,Cancelled
ORD001024,CUST08348,PROD0040,2024-09-10,1,Cancelled
ORD001025,CUST03799,PROD0046,2023-11-28,5,Pending
ORD001026,CUST02958,PROD0050,2024-12-23,1,
ORD001027,CUST08731,PROD0062,2024-09-15,3,Cancelled
ORD001028,CUST01313,PROD0003,2024-10-24,1,Cancelled
ORD001029,CUST03333,PROD0055,2023-12-27,3,Cancelled
ORD001030,CUST07520,PROD0095,2024-02-02,3,Completed
ORD001031,CUST09303,PROD0008,2025-07-15,3,Cancelled
ORD001032,CUST08306,PROD0031,2025-03-27,1,Completed
ORD001033,CUST00918,PROD0034,2024-12-05,1,
ORD001034,CUST03908,PROD0033,2023-04-18,5,Pending
ORD001035,CUST05690,PROD0055,2024-06-08,4,Pending
ORD001036,CUST00294,PROD0033,2023-02-01,2,
ORD001037,CUST05128,PROD0014,2023-08-27,1,Pending
ORD001038,CUST07860,PROD0039,2024-07-05,5,Cancelled
ORD001039,CUST07726,PROD0065,2023-11-21,3,Completed
ORD001040,CUST02651,PROD0091,2024-12-25,5,Pending
ORD001041,CUST07175,PROD0053,2025-03-05,3,
ORD001042,CUST04709,PROD0004,2025-07-05,3,Completed
ORD001043,CUST06324,PROD0071,2023-04-26,1,
ORD001044,CUST04620,PROD0094,2023-05-02,2,Completed
ORD001045,CUST03711,PROD0043,2023-02-07,3,Completed
ORD001046,CUST03343,PROD0006,2025-08-28,4,Cancelled
ORD001047,CUST05372,PROD0079,2024-08-02,5,
ORD001048,CUST06963,PROD0033,2024-11-10,4,Cancelled
ORD001049,CUST05273,PROD0002,2024-09-24,4,Pending
ORD001050,CUST00127,PROD0041,2024-01-08,5,Cancelled
ORD001051,CUST08888,PROD0035,2023-06-20,5,Pending
ORD001052,CUST06780,PROD0086,2023-05-17,2,
ORD001053,CUST09927,PROD0050,2024-08-01,1,Pending
ORD001054,CUST09874,PROD0057,2023-08-26,1,Pending
ORD001055,CUST03939,PROD0060,2024-03-31,3,
ORD001056,CUST07922,PROD0024,24-07-1988,4,Completed
ORD001057,CUST05632,PROD0027,2023-07-17,2,Cancelled
ORD001058,CUST06310,PROD0079,2023-12-05,2,Pending
ORD001059,CUST06511,PROD0014,15-05-1981,4,
ORD001060,CUST08403,PROD0013,2023-10-19,3,
ORD001061,CUST03214,PROD0087,24-08-2006,3,
ORD001062,CUST01937,PROD0098,2023-03-01,3,Pending
ORD001063,CUST04040,PROD0003,2023-11-14,5,
ORD001064,CUST08616,PROD0071,2024-07-21,4,
ORD001065,CUST09796,PROD0003,05-04-2010,3,Completed
ORD001066,CUST02793,PROD0068,2023-03-28,1,Completed
ORD001067,CUST05699,PROD0097,2023-04-10,2,Completed
ORD001068,CUST05337,PROD0029,2022-11-15,3,Completed
ORD001069,CUST04880,PROD0061,2023-10-23,5,Cancelled
ORD001070,CUST05467,PROD0007,2024-04-23,5,Completed
ORD001071,CUST08147,PROD0034,2024-07-14,4,
ORD001072,CUST08740,PROD0001,2023-11-25,3,Cancelled
ORD001073,CUST05805,PROD0001,2024-09-03,5,Completed
ORD001074,CUST08506,PROD0065,2023-09-28,1,Completed
ORD001075,CUST09030,PROD0024,2025-04-19,3,Cancelled
ORD001076,CUST00405,PROD0075,2024-02-13,2,Completed
ORD001077,CUST07367,PROD0010,2023-01-13,4,Pending
ORD001078,CUST06313,PROD0085,2024-06-27,2,Pending
ORD001079,CUST05332,PROD0030,2022-12-04,2,Pending
ORD001080,CUST02570,PROD0022,2024-07-21,4,Completed
ORD001081,CUST05012,PROD0044,2023-10-29,3,Pending
ORD001082,CUST08782,PROD0067,2024-10-25,1,Completed
ORD001083,CUST04893,PROD0032,2023-12-20,2,Cancelled
ORD001084,CUST06305,PROD0083,17-01-1977,4,Cancelled
ORD001085,CUST01572,PROD0095,2024-11-12,3,Completed
ORD001086,CUST05080,PROD0002,2023-11-18,1,Pending
ORD001087,CUST04572,PROD0031,2022-12-13,1,Completed
ORD001088,CUST00564,PROD0060,26-01-1984,1,Cancelled
ORD001089,CUST01075,PROD0003,10-06-1998,1,Completed
ORD001090,CUST04458,PROD0009,2025-06-04,3,Pending
ORD001091,CUST01407,PROD0031,2023-11-08,5,
ORD001092,CUST03203,PROD0028,2024-02-28,3,Completed
ORD001093,CUST06772,PROD0050,2022-12-01,5,Completed
ORD001094,CUST02329,PROD0052,2024-11-29,3,Pending
ORD001095,CUST03501,PROD0052,2025-03-31,4,Cancelled
ORD001096,CUST05563,PROD0063,2024-04-08,2,Pending
ORD001097,CUST07940,PROD0001,2022-10-28,4,Completed
ORD001098,CUST04098,PROD0062,2023-02-26,3,
ORD001099,CUST06945,PROD0070,2023-10-04,1,Pending
ORD001100,CUST06052,PROD0080,2024-03-06,4,Completed
ORD001101,CUST09709,PROD0058,2024-10-10,2,
ORD001102,CUST07484,PROD0004,2024-11-19,1,Cancelled
ORD001103,CUST03676,PROD0053,23-04-2021,3,Completed
ORD001104,CUST03925,PROD0021,2023-04-11,3,Pending
ORD001105,CUST00547,PROD0005,2023-06-09,2,
ORD001106,CUST05827,PROD0031,08-03-1986,4,Completed
ORD001107,CUST05264,PROD0022,2023-09-04,4,Pending
ORD001108,CUST05643,PROD0030,2023-05-17,3,Pending
ORD001109,CUST08014,PROD0096,2024-10-16,1,Completed
ORD001110,CUST05425,PROD0095,2024-03-17,1,Cancelled
ORD001111,CUST05570,PROD0011,2024-12-21,4,Pending
ORD001112,CUST06026,PROD0085,2025-07-05,5,
ORD001113,CUST01018,PROD0054,2023-10-16,3,Completed
ORD001114,CUST05443,PROD0080,08-09-2010,2,
ORD001115,CUST00988,PROD0012,2024-09-23,3,
ORD001116,CUST02339,PROD0030,2023-03-01,3,Pending
ORD001117,CUST09501,PROD0081,2023-02-25,5,Completed
ORD001118,CUST06656,PROD0014,2024-09-29,1,Pending
ORD001119,CUST03910,PROD0040,2023-03-03,1,Cancelled
ORD001120,CUST06130,PROD0027,2024-06-07,1,Pending
ORD001121,CUST09131,PROD0049,2023-03-12,2,Pending
ORD001122,CUST05299,PROD0043,2024-07-18,2,
ORD001123,CUST06865,PROD0033,2024-11-05,2,Completed
ORD001124,CUST08290,PROD0031,2025-04-02,1,Pending
ORD001125,CUST08649,PROD0039,2022-11-21,2,Completed
ORD001126,CUST00180,PROD0070,07-12-1989,2,
ORD001127,CUST08073,PROD0085,2023-01-05,5,
ORD001128,CUST00368,PROD0088,2023-06-03,1,Completed
ORD001129,CUST07320,PROD0011,2024-11-14,4,
ORD001130,CUST03736,PROD0023,2025-04-02,4,Pending
ORD001131,CUST05624,PROD0004,2024-03-15,3,Completed
ORD001132,CUST02080,PROD0073,2024-03-03,4,Cancelled
ORD001133,CUST09360,PROD0090,2023-10-26,1,Pending
ORD001134,CUST03674,PROD0049,2024-10-07,5,Pending
ORD001135,CUST02698,PROD0009,2024-12-19,5,Completed
ORD001136,CUST09313,PROD0070,2024-02-27,2,
ORD001137,CUST07323,PROD0065,2025-04-07,4,
ORD001138,CUST02274,PROD0076,2024-07-27,4,Pending
ORD001139,CUST01678,PROD0032,2023-12-10,1,Completed
ORD001140,CUST04347,PROD0034,30-06-1992,1,Pending
ORD001141,CUST09818,PROD0075,2023-08-08,2,Completed
ORD001142,CUST04767,PROD0083,2024-09-10,2,Completed
ORD001143,CUST02863,PROD0088,2024-11-22,1,Completed
ORD001144,CUST08756,PROD0036,2025-05-25,2,Cancelled
ORD001145,CUST08282,PROD0029,2025-07-26,1,
ORD001146,CUST09719,PROD0094,2023-03-03,4,Completed
ORD001147,CUST08837,PROD0007,2024-05-16,5,Pending
ORD001148,CUST07230,PROD0096,2023-04-12,5,Cancelled
ORD001149,CUST00886,PROD0081,17-08-2012,4,Cancelled
ORD001150,CUST02864,PROD0016,2024-08-18,4,Cancelled
ORD001151,CUST01452,PROD0079,2023-11-23,2,Pending
ORD001152,CUST05347,PROD0051,2025-02-14,4,
ORD001153,CUST00098,PROD0050,2025-07-19,5,Pending
ORD001154,CUST08107,PROD0044,2024-02-07,4,Completed
ORD001155,CUST03572,PROD0036,2025-01-07,4,Completed
ORD001156,CUST00451,PROD0098,2023-10-15,3,Completed
ORD001157,CUST08179,PROD0100,2024-12-11,1,Pending
ORD001158,CUST02617,PROD0029,2025-05-28,2,Cancelled
ORD001159,CUST05524,PROD0023,2024-03-25,3,Pending
ORD001160,CUST05921,PROD0037,2023-10-14,1,Pending
ORD001161,CUST07280,PROD0081,13-09-2019,3,Cancelled
ORD001162,CUST07826,PROD0059,2025-05-22,1,Pending
ORD001163,CUST01432,PROD0095,2024-06-05,5,Cancelled
ORD001164,CUST07234,PROD0043,2023-07-23,2,Cancelled
ORD001165,CUST01270,PROD0062,2024-09-06,5,Cancelled
ORD001166,CUST01696,PROD0079,2024-10-27,5,
ORD001167,CUST07568,PROD0072,2023-10-15,5,Pending
ORD001168,CUST00895,PROD0064,05-09-1983,4,Cancelled
ORD001169,CUST00676,PROD0073,2025-04-20,4,
ORD001170,CUST00481,PROD0030,2024-05-30,1,Pending
ORD001171,CUST02564,PROD0049,2023-05-19,3,Completed
ORD001172,CUST03954,PROD0004,2025-05-12,4,Completed
ORD001173,CUST02071,PROD0075,2023-12-02,5,
ORD001174,CUST03641,PROD0060,2024-11-24,5,Pending
ORD001175,CUST02429,PROD0067,2024-06-11,1,
ORD001176,CUST03328,PROD0049,2024-07-22,1,Completed
ORD001177,CUST01190,PROD0012,2024-02-26,1,Completed
ORD001178,CUST07472,PROD0069,2023-01-22,2,
ORD001179,CUST09522,PROD0055,2022-10-17,4,Pending
ORD001180,CUST02205,PROD0006,2022-11-21,3,Completed
ORD001181,CUST07058,PROD0036,2022-09-12,4,Pending
ORD001182,CUST06759,PROD0070,2025-07-09,1,Pending
ORD001183,CUST05174,PROD0068,2023-01-19,1,Cancelled
ORD001184,CUST09262,PROD0024,2023-08-14,5,Pending
ORD001185,CUST00460,PROD0049,2023-03-03,3,Pending
ORD001186,CUST05000,PROD0021,2023-01-09,1,Completed
ORD001187,CUST08981,PROD0008,2024-10-05,3,Completed
ORD001188,CUST06865,PROD0097,2023-11-30,5,Pending
ORD001189,CUST06538,PROD0074,2024-06-12,5,
ORD001190,CUST05026,PROD0096,2023-12-27,1,
ORD001191,CUST01449,PROD0024,23-02-2016,1,Completed
ORD001192,CUST01361,PROD0038,2024-10-17,5,
ORD001193,CUST01390,PROD0060,2023-12-05,2,Pending
ORD001194,CUST04352,PROD0012,2024-04-05,5,Pending
ORD001195,CUST06696,PROD0058,2025-07-18,3,Completed
ORD001196,CUST09956,PROD0017,2024-11-12,2,Cancelled
ORD001197,CUST08448,PROD0003,2023-06-25,2,Completed
ORD001198,CUST08712,PROD0067,2024-07-17,2,Pending
ORD001199,CUST03273,PROD0022,2023-10-26,3,Cancelled
ORD001200,CUST03178,PROD0099,2025-06-12,5,Pending
ORD001201,CUST06111,PROD0027,2025-01-12,3,
ORD001202,CUST09009,PROD0065,2023-11-15,3,Pending
ORD001203,CUST09142,PROD0046,2023-09-28,1,
ORD001204,CUST07637,PROD0076,2023-05-29,3,
ORD001205,CUST03306,PROD0083,2022-10-24,3,Pending
ORD001206,CUST00246,PROD0081,2024-08-14,5,Completed
ORD001207,CUST05253,PROD0032,2022-11-27,3,Completed
ORD001208,CUST00569,PROD0029,14-07-1980,1,
ORD001209,CUST00026,PROD0072,2023-04-24,2,Pending
ORD001210,CUST07233,PROD0010,2024-04-05,4,Pending
ORD001211,CUST04875,PROD0090,2024-06-05,2,
ORD001212,CUST06872,PROD0044,2023-07-18,1,
ORD001213,CUST06523,PROD0021,2023-06-17,2,Pending
ORD001214,CUST06302,PROD0005,2024-01-31,5,
ORD001215,CUST09056,PROD0077,2023-08-12,2,Completed
ORD001216,CUST01037,PROD0088,2022-10-16,3,
ORD001217,CUST07573,PROD0072,2025-05-08,1,
ORD001218,CUST07264,PROD0056,2025-03-29,2,Cancelled
ORD001219,CUST09223,PROD0049,2025-06-26,4,Cancelled
ORD001220,CUST02102,PROD0048,2022-08-31,2,Completed
ORD001221,CUST09499,PROD0071,2025-07-16,1,Cancelled
ORD001222,CUST01932,PROD0070,23-08-2001,4,Pending
ORD001223,CUST07515,PROD0054,2023-07-28,2,
ORD001224,CUST06785,PROD0057,2025-02-03,1,Pending
ORD001225,CUST09415,PROD0100,2024-08-24,1,
ORD001226,CUST06324,PROD0005,16-08-2013,1,Pending
ORD001227,CUST08895,PROD0006,2023-06-07,1,Cancelled
ORD001228,CUST05268,PROD0051,2024-03-19,3,Pending
ORD001229,CUST09423,PROD0013,2023-07-18,3,Completed
ORD001230,CUST07426,PROD0084,2023-01-27,5,Cancelled
ORD001231,CUST02609,PROD0086,27-08-1973,2,Cancelled
ORD001232,CUST03233,PROD0048,16-06-2003,5,Cancelled
ORD001233,CUST01533,PROD0097,27-07-1988,3,Completed
ORD001234,CUST01325,PROD0049,2022-12-07,3,
ORD001235,CUST08993,PROD0089,2023-03-17,1,Cancelled
ORD001236,CUST04265,PROD0069,2025-08-16,4,Cancelled
ORD001237,CUST02394,PROD0029,2023-06-20,3,
ORD001238,CUST03499,PROD0039,2025-07-26,2,Cancelled
ORD001239,CUST01920,PROD0027,2025-04-06,5,Completed
ORD001240,CUST04460,PROD0089,2023-06-25,3,Completed
ORD001241,CUST05339,PROD0037,2023-11-28,1,Cancelled
ORD001242,CUST08599,PROD0054,13-11-2000,5,Completed
ORD001243,CUST05366,PROD0041,13-12-1976,3,Completed
ORD001244,CUST06805,PROD0095,2024-10-30,5,Pending
ORD001245,CUST08025,PROD0020,2023-04-09,5,
ORD001246,CUST01431,PROD0013,2024-09-01,1,Cancelled
ORD001247,CUST02766,PROD0072,2023-04-22,1,Pending
ORD001248,CUST05651,PROD0061,2023-06-08,5,Pending
ORD001249,CUST09770,PROD0007,20-07-2007,5,Pending
ORD001250,CUST07627,PROD0081,2023-08-19,1,Cancelled
ORD001251,CUST01677,PROD0017,2023-04-06,3,
ORD001252,CUST09364,PROD0048,21-07-1979,4,Pending
ORD001253,CUST02085,PROD0076,04-08-2003,1,Pending
ORD001254,CUST00985,PROD0004,2024-04-02,1,Pending
ORD001255,CUST06598,PROD0078,2023-01-12,2,Cancelled
ORD001256,CUST01424,PROD0041,29-07-2015,4,Pending
ORD001257,CUST06705,PROD0054,2025-05-29,3,Completed
ORD001258,CUST04406,PROD0038,2023-10-14,4,Cancelled
ORD001259,CUST06574,PROD0016,2024-03-31,1,Pending
ORD001260,CUST08121,PROD0013,2023-07-05,2,Pending
ORD001261,CUST07904,PROD0027,2025-06-27,2,Cancelled
ORD001262,CUST01943,PROD0024,2023-03-10,3,Cancelled
ORD001263,CUST09172,PROD0073,2025-05-25,1,Pending
ORD001264,CUST03363,PROD0082,2022-10-31,4,Pending
ORD001265,CUST00211,PROD0068,2023-02-13,5,Cancelled
ORD001266,CUST01442,PROD0096,2024-02-16,1,
ORD001267,CUST00068,PROD0003,2025-01-07,2,Completed
ORD001268,CUST04492,PROD0054,01-11-1995,3,Pending
ORD001269,CUST06388,PROD0018,2025-07-04,1,
ORD001270,CUST03073,PROD0004,2025-08-12,2,Pending
ORD001271,CUST00573,PROD0015,2025-05-21,2,Completed
ORD001272,CUST00696,PROD0067,2025-01-29,5,Pending
ORD001273,CUST07041,PROD0093,2023-11-22,4,Completed
ORD001274,CUST00454,PROD0081,2022-12-11,1,Pending
ORD001275,CUST02233,PROD0017,2022-11-24,3,Cancelled
ORD001276,CUST07790,PROD0098,2025-05-17,2,Cancelled
ORD001277,CUST09702,PROD0073,2025-01-11,3,Pending
ORD001278,CUST06782,PROD0078,2025-07-10,4,Cancelled
ORD001279,CUST09902,PROD0060,2024-03-18,5,Completed
ORD001280,CUST08591,PROD0008,15-07-2011,2,Pending
ORD001281,CUST07899,PROD0056,2023-11-08,1,Pending
ORD001282,CUST08793,PROD0042,29-05-1973,3,Pending
ORD001283,CUST00233,PROD0044,2025-06-25,3,Completed
ORD001284,CUST00062,PROD0099,2024-03-25,2,
ORD001285,CUST09977,PROD0008,2024-11-11,1,Completed
ORD001286,CUST09300,PROD0090,2023-09-07,3,
ORD001287,CUST06077,PROD0017,2024-03-05,4,
ORD001288,CUST05340,PROD0079,2024-11-26,3,
ORD001289,CUST07058,PROD0018,10-09-1972,2,Completed
ORD001290,CUST04754,PROD0059,2023-05-15,5,Cancelled
ORD001291,CUST02011,PROD0031,2025-05-18,1,Cancelled
ORD001292,CUST06275,PROD0002,2024-10-20,2,Cancelled
ORD001293,CUST06800,PROD0021,2024-03-02,3,
ORD001294,CUST01693,PROD0099,2023-02-22,2,Pending
ORD001295,CUST08498,PROD0075,2024-06-06,4,Completed
ORD001296,CUST03865,PROD0065,2023-10-22,4,
ORD001297,CUST08690,PROD0091,2022-12-24,4,Pending
ORD001298,CUST07320,PROD0098,2024-09-30,4,Completed
ORD001299,CUST05382,PROD0043,2025-05-20,5,
ORD001300,CUST04045,PROD0040,2023-09-05,3,
ORD001301,CUST09100,PROD0064,2023-08-23,5,
ORD001302,CUST03387,PROD0074,2023-09-29,2,Cancelled
ORD001303,CUST00171,PROD0005,2023-05-17,1,Cancelled
ORD001304,CUST00424,PROD0042,2025-06-26,3,Completed
ORD001305,CUST08411,PROD0041,2025-02-18,2,Cancelled
ORD001306,CUST05048,PROD0016,2024-11-23,3,
ORD001307,CUST01133,PROD0041,2023-08-24,2,Cancelled
ORD001308,CUST08999,PROD0008,2023-05-02,2,
ORD001309,CUST01603,PROD0031,24-01-1973,2,Cancelled
ORD001310,CUST04108,PROD0083,2023-10-31,4,Pending
ORD001311,CUST00470,PROD0058,2024-10-15,2,Pending
ORD001312,CUST07714,PROD0033,2025-05-30,4,
ORD001313,CUST01381,PROD0082,11-03-1988,2,Completed
ORD001314,CUST02026,PROD0049,2023-12-31,5,Cancelled
ORD001315,CUST02762,PROD0070,2025-04-17,1,Pending
ORD001316,CUST05689,PROD0041,2023-06-18,3,Completed
ORD001317,CUST00967,PROD0045,2023-08-24,1,Cancelled
ORD001318,CUST04657,PROD0072,2023-02-25,3,Pending
ORD001319,CUST08873,PROD0084,2023-06-12,5,Cancelled
ORD001320,CUST08152,PROD0007,2025-08-22,1,
ORD001321,CUST00384,PROD0060,2023-04-22,1,
ORD001322,CUST00440,PROD0053,2023-11-09,5,Cancelled
ORD001323,CUST02177,PROD0099,2025-08-04,3,Cancelled
ORD001324,CUST06048,PROD0029,2024-08-14,3,
ORD001325,CUST07444,PROD0081,2024-12-13,4,Completed
ORD001326,CUST01192,PROD0067,2023-03-28,4,Completed
ORD001327,CUST03108,PROD0085,2024-12-22,1,Pending
ORD001328,CUST02616,PROD0041,2024-01-25,4,
ORD001329,CUST00384,PROD0065,2025-08-25,1,Completed
ORD001330,CUST00617,PROD0001,2025-08-02,4,Completed
ORD001331,CUST05180,PROD0089,2025-03-31,4,Cancelled
ORD001332,CUST02099,PROD0046,2023-07-18,3,
ORD001333,CUST03935,PROD0069,2024-05-17,4,
ORD001334,CUST00387,PROD0060,2022-10-29,2,Pending
ORD001335,CUST01257,PROD0019,2025-06-30,3,Completed
ORD001336,CUST02837,PROD0085,2024-08-04,4,Pending
ORD001337,CUST05940,PROD0005,2025-02-14,5,Cancelled
ORD001338,CUST02704,PROD0029,2023-05-12,5,Completed
ORD001339,CUST03479,PROD0065,02-09-1984,2,
ORD001340,CUST07402,PROD0062,2024-06-29,2,Cancelled
ORD001341,CUST02458,PROD0059,2023-07-16,2,Completed
ORD001342,CUST05060,PROD0042,2025-02-04,4,Completed
ORD001343,CUST04016,PROD0033,2023-06-22,2,Pending
ORD001344,CUST04180,PROD0049,2023-05-23,1,Completed
ORD001345,CUST02101,PROD0091,2025-02-07,1,Cancelled
ORD001346,CUST02675,PROD0074,2023-11-19,4,Completed
ORD001347,CUST06520,PROD0008,2022-10-03,1,
ORD001348,CUST02190,PROD0063,2024-11-18,3,Completed
ORD001349,CUST03233,PROD0079,2025-02-20,3,Pending
ORD001350,CUST02502,PROD0092,2023-10-15,3,Completed
ORD001351,CUST02679,PROD0025,2024-10-01,2,
ORD001352,CUST05349,PROD0072,09-10-1971,2,Pending
ORD001353,CUST04643,PROD0007,2024-01-26,5,Completed
ORD001354,CUST01687,PROD0039,2025-07-25,3,
ORD001355,CUST07471,PROD0065,2024-06-25,5,Pending
ORD001356,CUST03877,PROD0093,2024-06-12,4,Completed
ORD001357,CUST00172,PROD0030,2023-05-03,5,Pending
ORD001358,CUST00847,PROD0014,2024-02-15,1,
ORD001359,CUST04277,PROD0090,2024-07-21,4,Completed
ORD001360,CUST08653,PROD0048,2023-02-11,5,
ORD001361,CUST08884,PROD0042,2025-04-02,2,Cancelled
ORD001362,CUST08672,PROD0068,2023-01-25,2,Pending
ORD001363,CUST05146,PROD0055,2024-12-31,1,Cancelled
ORD001364,CUST08965,PROD0046,2025-07-20,5,Pending
ORD001365,CUST06288,PROD0057,2022-09-04,2,Completed
ORD001366,CUST01416,PROD0016,2024-12-05,1,Cancelled
ORD001367,CUST08345,PROD0043,27-04-2002,5,
ORD001368,CUST09163,PROD0100,2022-10-16,3,Completed
ORD001369,CUST01189,PROD0083,2023-01-25,3,Completed
ORD001370,CUST00343,PROD0042,2024-01-15,1,Cancelled
ORD001371,CUST05490,PROD0033,2024-09-30,2,Cancelled
ORD001372,CUST06089,PROD0043,2022-11-21,4,Completed
ORD001373,CUST01198,PROD0017,2022-11-12,1,Completed
ORD001374,CUST05862,PROD0093,2023-02-02,5,Cancelled
ORD001375,CUST04895,PROD0013,2022-11-29,2,Completed
ORD001376,CUST01396,PROD0098,2025-03-02,4,Cancelled
ORD001377,CUST08334,PROD0069,2025-04-03,2,Pending
ORD001378,CUST02009,PROD0063,2025-07-13,4,
ORD001379,CUST00353,PROD0098,2025-03-11,4,
ORD001380,CUST08897,PROD0097,2024-09-04,4,
ORD001381,CUST01960,PROD0046,20-04-2022,1,Completed
ORD001382,CUST08298,PROD0026,2022-11-28,4,
ORD001383,CUST06821,PROD0049,2023-05-16,5,Cancelled
ORD001384,CUST03686,PROD0012,2023-12-09,3,Pending
ORD001385,CUST04181,PROD0064,2023-10-01,2,Cancelled
ORD001386,CUST04793,PROD0071,2024-02-14,3,Pending
ORD001387,CUST04860,PROD0029,2024-06-08,1,Cancelled
ORD001388,CUST00588,PROD0067,2024-06-28,3,Cancelled
ORD001389,CUST06825,PROD0026,2023-03-20,1,Cancelled
ORD001390,CUST03497,PROD0066,2024-06-08,1,Completed
ORD001391,CUST02903,PROD0077,2025-07-25,2,
ORD001392,CUST03311,PROD0001,2024-01-14,3,
ORD001393,CUST06622,PROD0070,2024-09-23,3,Completed
ORD001394,CUST04396,PROD0005,2024-11-21,1,
ORD001395,CUST03932,PROD0095,2024-11-26,1,Pending
ORD001396,CUST08681,PROD0035,2023-07-01,5,Completed
ORD001397,CUST06652,PROD0016,2022-12-13,5,Pending
ORD001398,CUST08895,PROD0046,2023-10-28,5,Cancelled
ORD001399,CUST09541,PROD0036,2025-08-24,2,Completed
ORD001400,CUST00077,PROD0008,2022-12-14,2,Pending
ORD001401,CUST06282,PROD0003,2025-06-21,2,Completed
ORD001402,CUST01007,PROD0083,2023-11-27,1,
ORD001403,CUST07227,PROD0088,2025-02-10,1,
ORD001404,CUST00084,PROD0022,2022-10-27,2,Pending
ORD001405,CUST00480,PROD0046,09-08-1992,3,Completed
ORD001406,CUST00946,PROD0024,27-09-2002,4,
ORD001407,CUST02957,PROD0038,19-11-2003,5,Cancelled
ORD001408,CUST05892,PROD0069,2023-06-21,2,Cancelled
ORD001409,CUST03923,PROD0002,2025-06-26,1,Pending
ORD001410,CUST02459,PROD0078,2023-06-20,4,Completed
ORD001411,CUST06778,PROD0079,2025-08-28,3,
ORD001412,CUST03321,PROD0078,2024-09-17,4,Completed
ORD001413,CUST00058,PROD0001,2022-11-07,1,Cancelled
ORD001414,CUST06664,PROD0061,2025-05-26,3,Completed
ORD001415,CUST06007,PROD0063,2022-09-12,2,
ORD001416,CUST08328,PROD0029,2024-09-29,4,Completed
ORD001417,CUST09089,PROD0047,2023-10-16,2,Cancelled
ORD001418,CUST06643,PROD0087,2024-02-03,1,Cancelled
ORD001419,CUST03148,PROD0087,2024-06-19,1,Completed
ORD001420,CUST07259,PROD0023,2024-05-18,5,
ORD001421,CUST00306,PROD0012,2024-02-12,4,Completed
ORD001422,CUST00169,PROD0087,2025-05-20,2,Completed
ORD001423,CUST09716,PROD0048,2024-09-06,3,
ORD001424,CUST03532,PROD0046,2025-06-03,3,Pending
ORD001425,CUST00959,PROD0032,2025-03-08,1,
ORD001426,CUST05136,PROD0066,2025-04-22,2,Cancelled
ORD001427,CUST05513,PROD0035,2023-08-06,2,Completed
ORD001428,CUST03996,PROD0051,2025-05-19,4,Pending
ORD001429,CUST06741,PROD0058,2022-11-20,4,Pending
ORD001430,CUST09219,PROD0017,2024-10-17,2,Pending
ORD001431,CUST02237,PROD0030,2023-01-04,5,Completed
ORD001432,CUST02260,PROD0097,2024-06-19,5,Pending
ORD001433,CUST08943,PROD0069,2025-02-11,3,Completed
ORD001434,CUST07628,PROD0092,2022-11-27,1,Cancelled
ORD001435,CUST05092,PROD0095,05-06-2016,2,Pending
ORD001436,CUST05015,PROD0047,2024-03-02,5,Completed
ORD001437,CUST03328,PROD0053,2024-09-04,1,Cancelled
ORD001438,CUST05713,PROD0026,2025-02-21,1,Pending
ORD001439,CUST07044,PROD0037,2024-08-14,1,Completed
ORD001440,CUST06024,PROD0044,30-04-1979,1,
ORD001441,CUST08830,PROD0047,27-09-1975,4,Completed
ORD001442,CUST00434,PROD0069,2023-04-03,3,
ORD001443,CUST09335,PROD0057,01-10-2010,3,Pending
ORD001444,CUST05739,PROD0086,2024-05-13,3,Pending
ORD001445,CUST07052,PROD0002,2022-09-10,1,
ORD001446,CUST03660,PROD0063,2024-12-22,2,
ORD001447,CUST07546,PROD0013,2024-02-14,3,
ORD001448,CUST02441,PROD0041,2024-06-14,4,
ORD001449,CUST07736,PROD0008,2024-11-20,4,Completed
ORD001450,CUST05890,PROD0011,2022-12-12,4,
ORD001451,CUST05679,PROD0095,2024-12-15,3,Pending
ORD001452,CUST03811,PROD0086,2023-08-07,5,
ORD001453,CUST00964,PROD0019,2023-09-19,4,Pending
ORD001454,CUST07182,PROD0065,2025-04-09,2,Completed
ORD001455,CUST04260,PROD0029,2022-09-04,1,
ORD001456,CUST02045,PROD0009,2025-04-06,4,Pending
ORD001457,CUST09453,PROD0012,2024-07-14,3,Completed
ORD001458,CUST05587,PROD0042,2023-10-10,5,Completed
ORD001459,CUST00801,PROD0038,2025-07-25,1,Cancelled
ORD001460,CUST09073,PROD0089,2024-11-29,3,Completed
ORD001461,CUST02313,PROD0055,2024-12-28,4,Pending
ORD001462,CUST00793,PROD0085,2025-02-14,2,Completed
